States,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,CountyState
MI,561,4483,5044,Richland County Michigan
MI,14266,46560,60826,Ross County Michigan
MI,3108,13464,16572,Sandusky County Michigan
MI,15324,49246,64570,Scioto County Michigan
MI,3094,16471,19565,Seneca County Michigan
MN,2689,10891,13580,Shelby County Minnesota
MN,1547,8023,9570,Stark County Minnesota
MI,2706,11088,13794,Summit County Michigan
MN,2301,5508,7809,Trumbull County Minnesota
MN,1159,2640,3799,Tuscarawas County Minnesota
MI,750,6535,7285,Union County Michigan
MI,1300,8785,10085,Van Wert County Michigan
MI,2003,9678,11681,Vinton County Michigan
WI,1477,11770,13247,Warren County Wisconsin
MI,1517,12452,13969,Washington County Michigan
WI,991,14544,15535,Wayne County Wisconsin
MI,3443,12825,16268,Williams County Michigan
MI,1375,11916,13291,Wood County Michigan
MI,704,4912,5616,Wyandot County Michigan
MI,861,6119,6980,Adair County Michigan
MI,3001,23202,26203,Alfalfa County Michigan
MI,914,8393,9307,Atoka County Michigan
MI,61538,153470,215008,Beaver County Michigan
MI,1896,8539,10435,Beckham County Michigan
MI,1681,4430,6111,Blaine County Michigan
MI,2509,21467,23976,Bryan County Michigan
MI,2234,12350,14584,Caddo County Michigan
MI,3142,13579,16721,Canadian County Michigan
MI,1473,8833,10306,Carter County Michigan
MI,1542,8219,9761,Cherokee County Michigan
MI,19206,87994,107200,Choctaw County Michigan
MI,326,1286,1612,Cimarron County Michigan
MI,2981,17365,20346,Cleveland County Michigan
MI,1987,9964,11951,Coal County Michigan
MI,789,3077,3866,Comanche County Michigan
WI,482,2311,2793,Cotton County Wisconsin
MI,444,2346,2790,Craig County Michigan
WI,137,1580,1717,Creek County Wisconsin
MI,2795,25268,28063,Custer County Michigan
MI,12060,46940,59000,Delaware County Michigan
WI,6088,25013,31101,Dewey County Wisconsin
MI,6345,26291,32636,Ellis County Michigan
WI,373,4364,4737,Garfield County Wisconsin
MI,20319,70802,91121,Garvin County Michigan
MI,842,6897,7739,Grady County Michigan
MI,45306,158234,203540,Grant County Michigan
MI,67,480,547,Greer County Michigan
MI,3237,21605,24842,Harmon County Michigan
MI,276,3056,3332,Harper County Michigan
MI,4946,27219,32165,Haskell County Michigan
MI,2430,24486,26916,Hughes County Michigan
MI,552,1641,2193,Jackson County Michigan
MI,392,2402,2794,Jefferson County Michigan
MI,41663,193347,235010,Johnston County Michigan
MI,1741,6917,8658,Kay County Michigan
MI,2508,16263,18771,Kingfisher County Michigan
WI,1326,9624,10950,Kiowa County Wisconsin
MI,1388,10116,11504,Latimer County Michigan
WI,206,3477,3683,Le Flore County Wisconsin
MI,1748,9455,11203,Lincoln County Michigan
MI,2418,16995,19413,Logan County Michigan
MI,930,6536,7466,Love County Michigan
WI,528,4937,5465,McClain County Wisconsin
MI,512,5214,5726,McCurtain County Michigan
WI,110,3615,3725,McIntosh County Wisconsin
MI,3532,18539,22071,Major County Michigan
MI,666,4694,5360,Marshall County Michigan
MI,7448,31806,39254,Mayes County Michigan
MI,3290,22292,25582,Murray County Michigan
MI,661,3489,4150,Muskogee County Michigan
MI,26744,63725,90469,Noble County Michigan
MI,3379,17855,21234,Nowata County Michigan
MI,47253,189722,236975,Okfuskee County Michigan
MI,2504,10142,12646,Oklahoma County Michigan
MI,2183,8560,10743,Okmulgee County Michigan
MI,386,1686,2072,Osage County Michigan
MI,1592,8445,10037,Ottawa County Michigan
MI,621,3379,4000,Pawnee County Michigan
MI,1252,8411,9663,Payne County Michigan
MI,5614,49543,55157,Pittsburg County Michigan
MI,530,3055,3585,Pontotoc County Michigan
MI,2127,9741,11868,Pottawatomie County Michigan
MI,24915,67209,92124,Pushmataha County Michigan
MI,9963,49679,59642,Roger Mills County Michigan
MI,3714,21061,24775,Rogers County Michigan
MI,2293,15156,17449,Seminole County Michigan
MI,546,2182,2728,Sequoyah County Michigan
MI,4252,20996,25248,Stephens County Michigan
MI,2927,16954,19881,Texas County Michigan
MI,5024,27196,32220,Tillman County Michigan
MI,12665,62086,74751,Tulsa County Michigan
MI,282602,718159,1000761,Wagoner County Michigan
MI,2455,13188,15643,Washington County Michigan
MN,0,0,0,Washita County Minnesota
MN,916,2590,3506,Woods County Minnesota
MN,488,1249,1737,Woodward County Minnesota
MN,14509,27752,42261,Baker County Minnesota
MN,7265,13047,20312,Benton County Minnesota
MN,2345,5435,7780,Clackamas County Minnesota
MN,1167,2736,3903,Clatsop County Minnesota
MN,9105,8157,17262,Columbia County Minnesota
MN,4479,3958,8437,Coos County Minnesota
MN,1662,3839,5501,Crook County Minnesota
MN,792,1765,2557,Curry County Minnesota
MN,203,410,613,Deschutes County Minnesota
MN,2764,5718,8482,Douglas County Minnesota
MN,1369,2761,4130,Gilliam County Minnesota
MN,864,2138,3002,Grant County Minnesota
MN,390,1002,1392,Harney County Minnesota
MN,1416,3822,5238,Hood River County Minnesota
MN,700,1839,2539,Jackson County Minnesota
MN,1214,3849,5063,Jefferson County Minnesota
MN,581,1804,2385,Josephine County Minnesota
MN,494,1215,1709,Klamath County Minnesota
MN,235,578,813,Lake County Minnesota
MN,1011,4008,5019,Lane County Minnesota
MN,529,1929,2458,Lincoln County Minnesota
MN,585,1648,2233,Linn County Minnesota
MN,182,356,538,Malheur County Minnesota
MN,102,165,267,Marion County Minnesota
MN,533,1115,1648,Morrow County Minnesota
MN,2863,7975,10838,Multnomah County Minnesota
MN,12067,24057,36124,Polk County Minnesota
MN,5987,11426,17413,Sherman County Minnesota
MN,602,1855,2457,Tillamook County Minnesota
MN,1242,3756,4998,Umatilla County Minnesota
MN,582,1817,2399,Union County Minnesota
MN,532,1927,2459,Wallowa County Minnesota
MN,272,869,1141,Wasco County Minnesota
MN,569,2256,2825,Washington County Minnesota
MN,283,1088,1371,Wheeler County Minnesota
MN,1661,3369,5030,Yamhill County Minnesota
MN,813,1615,2428,Adams County Minnesota
MN,1383,3496,4879,Allegheny County Minnesota
MN,215,722,937,Armstrong County Minnesota
MN,72574,114837,187411,Beaver County Minnesota
MN,50438,55360,105798,Bedford County Minnesota
MN,50311,62223,112534,Berks County Minnesota
MN,28175,2746,30921,Blair County Minnesota
MN,672,1484,2156,Bradford County Minnesota
MN,996,3044,4040,Bucks County Minnesota
MN,1144,4336,5480,Butler County Minnesota
MN,570,2131,2701,Cambria County Minnesota
MN,2902,6652,9554,Cameron County Minnesota
MN,1460,3122,4582,Carbon County Minnesota
MN,893,2590,3483,Centre County Minnesota
MN,460,1218,1678,Chester County Minnesota
MN,2360,6494,8854,Clarion County Minnesota
MN,90,262,352,Clearfield County Minnesota
MN,732,1874,2606,Clinton County Minnesota
MN,183,620,803,Columbia County Minnesota
MN,93,303,396,Crawford County Minnesota
MN,286,1063,1349,Cumberland County Minnesota
MN,159,495,654,Dauphin County Minnesota
MN,129,494,623,Delaware County Minnesota
MN,741,2019,2760,Elk County Minnesota
MN,358,980,1338,Erie County Minnesota
MN,75,355,430,Fayette County Minnesota
MS,327,6597,6924,Forest County Mississippi
MN,326,6466,6792,Franklin County Minnesota
MS,578,12708,13286,Fulton County Mississippi
MN,1187,2450,3637,Greene County Minnesota
MN,1147,3267,4414,Huntingdon County Minnesota
MN,535,1550,2085,Indiana County Minnesota
MN,1166,1623,2789,Jefferson County Minnesota
MN,803,2648,3451,Juniata County Minnesota
MN,744,2273,3017,Lackawanna County Minnesota
MN,1060,3261,4321,Lancaster County Minnesota
MN,515,1628,2143,Lawrence County Minnesota
MN,1164,3483,4647,Lebanon County Minnesota
MN,2297,5154,7451,Lehigh County Minnesota
MN,1147,2462,3609,Luzerne County Minnesota
MN,194,715,909,Lycoming County Minnesota
MN,1451,2849,4300,McKean County Minnesota
MN,706,1354,2060,Mercer County Minnesota
MN,1302,2280,3582,Mifflin County Minnesota
MN,436,919,1355,Monroe County Minnesota
MN,7061,14487,21548,Montgomery County Minnesota
MN,3475,6902,10377,Montour County Minnesota
MN,2130,5833,7963,Northampton County Minnesota
MN,1075,2810,3885,Northumberland County Minnesota
MN,635,1869,2504,Perry County Minnesota
MN,1738,4960,6698,Philadelphia County/city Minnesota
MN,906,2383,3289,Pike County Minnesota
MN,487,1021,1508,Potter County Minnesota
MN,2040,4376,6416,Schuylkill County Minnesota
MN,289,1091,1380,Snyder County Minnesota
MN,66691,66029,132720,Somerset County Minnesota
MN,33247,30330,63577,Sullivan County Minnesota
MN,168,670,838,Susquehanna County Minnesota
MN,591,1589,2180,Tioga County Minnesota
MN,292,792,1084,Union County Minnesota
MN,609,2077,2686,Venango County Minnesota
MN,290,924,1214,Warren County Minnesota
MN,2531,5349,7880,Washington County Minnesota
MN,1213,2636,3849,Wayne County Minnesota
MN,326,747,1073,Westmoreland County Minnesota
MN,349,1194,1543,Wyoming County Minnesota
MN,14762,25381,40143,York County Minnesota
MN,7357,12347,19704,Bristol County Minnesota
MN,2913,6840,9753,Kent County Minnesota
MN,1404,3214,4618,Newport County Minnesota
MN,1861,6360,8221,Providence County Minnesota
MN,935,2996,3931,Washington County Minnesota
MN,404,1347,1751,Abbeville County Minnesota
MN,203,640,843,Aiken County Minnesota
MN,6698,14791,21489,Allendale County Minnesota
MN,3272,6972,10244,Anderson County Minnesota
MN,1549,4660,6209,Bamberg County Minnesota
MN,739,2214,2953,Barnwell County Minnesota
MN,226,748,974,Beaufort County Minnesota
MN,382,1031,1413,Berkeley County Minnesota
MN,1048,3064,4112,Calhoun County Minnesota
MN,544,1540,2084,Charleston County Minnesota
MN,145,464,609,Cherokee County Minnesota
MN,461,1617,2078,Chester County Minnesota
MN,222,775,997,Chesterfield County Minnesota
MN,1082,2346,3428,Clarendon County Minnesota
MN,553,1130,1683,Colleton County Minnesota
MN,613,2539,3152,Darlington County Minnesota
MN,289,1234,1523,Dillon County Minnesota
MN,348,1091,1439,Dorchester County Minnesota
MN,275,829,1104,Edgefield County Minnesota
MN,1654,4490,6144,Fairfield County Minnesota
MN,2143,8386,10529,Florence County Minnesota
MN,1053,4008,5061,Georgetown County Minnesota
MN,336,754,1090,Greenville County Minnesota
MN,816,5,821,Greenwood County Minnesota
MN,394,2,396,Hampton County Minnesota
MS,428,13434,13862,Horry County Mississippi
MS,621,12301,12922,Jasper County Mississippi
MS,179,4813,4992,Kershaw County Mississippi
MS,438,7864,8302,Lancaster County Mississippi
MS,128,4467,4595,Laurens County Mississippi
MS,2219,21837,24056,Lee County Mississippi
MS,266,5466,5732,Lexington County Mississippi
MS,698,7318,8016,McCormick County Mississippi
MS,180,3829,4009,Marion County Mississippi
MS,260,6750,7010,Marlboro County Mississippi
MS,148,6924,7072,Newberry County Mississippi
MS,2164,18379,20543,Oconee County Mississippi
MS,535,13637,14172,Orangeburg County Mississippi
MS,248,7691,7939,Pickens County Mississippi
MS,1394,28863,30257,Richland County Mississippi
MS,985,26635,27620,Saluda County Mississippi
MS,145,8094,8239,Spartanburg County Mississippi
MS,393,8462,8855,Sumter County Mississippi
MS,9685,110202,119887,Union County Mississippi
MS,1679,14012,15691,Williamsburg County Mississippi
MS,1797,7224,9021,York County Mississippi
MS,75,661,736,Aurora County Mississippi
MS,223,6608,6831,Beadle County Mississippi
MS,243,5934,6177,Bennett County Mississippi
MS,1354,21823,23177,Bon Homme County Mississippi
MS,128,3987,4115,Brookings County Mississippi
MS,150,8393,8543,Brown County Mississippi
MS,244,13361,13605,Brule County Mississippi
MS,1630,31872,33502,Buffalo County Mississippi
MS,196,7861,8057,Butte County Mississippi
MS,834,29980,30814,Campbell County Mississippi
MS,872,21291,22163,Charles Mix County Mississippi
MS,1954,23562,25516,Clark County Mississippi
MS,696,13011,13707,Clay County Mississippi
MS,153,4083,4236,Codington County Mississippi
MS,391,12546,12937,Corson County Mississippi
MS,748,8248,8996,Custer County Mississippi
MS,742,13342,14084,Davison County Mississippi
MS,867,15572,16439,Day County Mississippi
MS,870,19940,20810,Deuel County Mississippi
MS,199,4580,4779,Dewey County Mississippi
MS,198,8522,8720,Douglas County Mississippi
MS,288,8462,8750,Edmunds County Mississippi
MS,363,6013,6376,Fall River County Mississippi
MS,1048,25153,26201,Faulk County Mississippi
MS,263,4031,4294,Grant County Mississippi
MS,577,10202,10779,Gregory County Mississippi
MS,119,5048,5167,Haakon County Mississippi
MS,171,5674,5845,Hamlin County Mississippi
MS,2243,18736,20979,Hand County Mississippi
MS,415,7313,7728,Hanson County Mississippi
MS,327,9834,10161,Harding County Mississippi
MS,194,8123,8317,Hughes County Mississippi
MS,183,5106,5289,Hutchinson County Mississippi
MS,97,7775,7872,Hyde County Mississippi
MS,436,5918,6354,Jackson County Mississippi
MS,161,4091,4252,Jerauld County Mississippi
MS,338,4879,5217,Jones County Mississippi
MS,506,8799,9305,Kingsbury County Mississippi
MS,227,6040,6267,Lake County Mississippi
MS,1164,16594,17758,Lawrence County Mississippi
MO,523621,1289636,1813257,Lincoln County Missouri
MT,118151,110834,228985,Lyman County Montana
NE,69001,259568,328569,McCook County Nebraska
NV,1025,4915,5940,McPherson County Nevada
NV,456,3921,4377,Marshall County Nevada
NV,749,5350,6099,Meade County Nevada
NV,8,40,48,Mellette County Nevada
NV,0,87,87,Miner County Nevada
NV,410,2134,2544,Minnehaha County Nevada
NV,124,637,761,Moody County Nevada
NV,838,7712,8550,Oglala Lakota County Nevada
NV,223,1119,1342,Pennington County Nevada
NV,1802,13616,15418,Perkins County Nevada
NV,68,732,800,Potter County Nevada
NV,14,120,134,Roberts County Nevada
NV,8676,68618,77294,Sanborn County Nevada
NV,183,1396,1579,Spink County Nevada
NV,1422,11703,13125,Stanley County Nevada
TX,606,5819,6425,Sully County Texas
NV,839,6426,7265,Todd County Nevada
TX,23,542,565,Tripp County Texas
NH,184909,25281,210190,Turner County New Hampshire
NJ,25334,30806,56140,Union County New Jersey
NJ,24179,33409,57588,Walworth County New Jersey
NJ,17048,23018,40066,Yankton County New Jersey
NJ,7099,8900,15999,Ziebach County New Jersey
NJ,114467,101464,215931,Anderson County New Jersey
NJ,14861,18634,33495,Bedford County New Jersey
NJ,72867,87997,160864,Benton County New Jersey
NJ,2123,2350,4473,Bledsoe County New Jersey
NJ,26436,38288,64724,Blount County New Jersey
NJ,18600,27003,45603,Bradley County New Jersey
NJ,20071,53244,73315,Campbell County New Jersey
NJ,53650,91738,145388,Cannon County New Jersey
NJ,6548,7331,13879,Carroll County New Jersey
NJ,6519,10258,16777,Carter County New Jersey
NJ,3344,4879,8223,Cheatham County New Jersey
NM,15053,194856,209909,Chester County New Mexico
NM,64,752,816,Claiborne County New Mexico
NM,2132,24305,26437,Clay County New Mexico
NM,746,11608,12354,Cocke County New Mexico
NM,226,3451,3677,Coffee County New Mexico
NM,1740,15433,17173,Crockett County New Mexico
NM,55,547,602,Cumberland County New Mexico
NM,7879,87596,95475,Davidson County New Mexico
NM,2043,16929,18972,Decatur County New Mexico
NM,153,1571,1724,DeKalb County New Mexico
TX,200,15836,16036,Dickson County Texas
NM,256,15308,15564,Dyer County New Mexico
TX,303,29573,29876,Fayette County Texas
NM,15,39,54,Fentress County New Mexico
NM,213,1859,2072,Franklin County New Mexico
TX,4004,249185,253189,Gibson County Texas
NM,3957,242528,246485,Giles County New Mexico
TX,7748,489854,497602,Grainger County Texas
NM,1865,18657,20522,Greene County New Mexico
NM,49,502,551,Grundy County New Mexico
NM,1144,13063,14207,Hamblen County New Mexico
NM,224,5874,6098,Hamilton County New Mexico
NM,82,1242,1324,Hancock County New Mexico
NM,1069,15375,16444,Hardeman County New Mexico
NM,339,3575,3914,Hardin County New Mexico
NM,1460,17389,18849,Hawkins County New Mexico
NM,206,6128,6334,Haywood County New Mexico
NM,2248,32231,34479,Henderson County New Mexico
NM,359,37417,37776,Henry County New Mexico
NM,1005,12146,13151,Hickman County New Mexico
NM,1963,30003,31966,Houston County New Mexico
NM,406,4675,5081,Humphreys County New Mexico
NM,598,5891,6489,Jackson County New Mexico
NM,552,9787,10339,Jefferson County New Mexico
NM,875,8460,9335,Johnson County New Mexico
NM,2218,28721,30939,Knox County New Mexico
NM,14,5382,5396,Lake County New Mexico
NY,1880249,3679731,5559980,Lauderdale County New York
NC,5386,35840,41226,Lawrence County North Carolina
NC,486,2669,3155,Lewis County North Carolina
NC,2019,10198,12217,Lincoln County North Carolina
NC,1299,6313,7612,Loudon County North Carolina
NC,595,3850,4445,McMinn County North Carolina
NC,3070,13271,16341,McNairy County North Carolina
NC,1979,8268,10247,Macon County North Carolina
NC,3354,11244,14598,Madison County North Carolina
NC,3906,22792,26698,Marion County North Carolina
NC,8456,55231,63687,Marshall County North Carolina
NC,5105,38330,43435,Maury County North Carolina
NC,2134,13212,15346,Meigs County North Carolina
NC,1337,7760,9097,Monroe County North Carolina
NC,5868,43120,48988,Montgomery County North Carolina
NC,882,5303,6185,Moore County North Carolina
NC,548,3349,3897,Morgan County North Carolina
NC,6746,35846,42592,Obion County North Carolina
NC,5358,19760,25118,Overton County North Carolina
NC,4839,21566,26405,Perry County North Carolina
NC,19902,92994,112896,Pickett County North Carolina
NC,503,3831,4334,Polk County North Carolina
NC,737,4590,5327,Putnam County North Carolina
NC,6176,45854,52030,Rhea County North Carolina
NC,1121,8266,9387,Roane County North Carolina
NC,3218,13230,16448,Robertson County North Carolina
NC,10074,57244,67318,Rutherford County North Carolina
NC,6341,24680,31021,Scott County North Carolina
NC,9997,66694,76691,Sequatchie County North Carolina
NC,538,2658,3196,Sevier County North Carolina
NC,384,2501,2885,Shelby County North Carolina
NC,2532,11166,13698,Smith County North Carolina
NC,23427,119155,142582,Stewart County North Carolina
NC,6192,24379,30571,Sullivan County North Carolina
NC,5283,30347,35630,Sumner County North Carolina
NC,3285,14762,18047,Tipton County North Carolina
TN,2120,12720,14840,Trousdale County Tennessee
NC,3004,11933,14937,Unicoi County North Carolina
TN,1839,9891,11730,Union County Tennessee
NC,2321,9136,11457,Van Buren County North Carolina
NC,2507,14274,16781,Warren County North Carolina
NC,391,1438,1829,Washington County North Carolina
NC,3935,26977,30912,Wayne County North Carolina
NC,7054,39242,46296,Weakley County North Carolina
NC,555,3422,3977,White County North Carolina
NC,2178,15484,17662,Williamson County North Carolina
NC,4355,21200,25555,Wilson County North Carolina
NC,2325,12185,14510,Anderson County North Carolina
NC,1268,9341,10609,Andrews County North Carolina
NC,1088,6083,7171,Angelina County North Carolina
NC,53940,200179,254119,Aransas County North Carolina
NC,1689,8167,9856,Archer County North Carolina
NC,2457,15874,18331,Armstrong County North Carolina
TN,827,9092,9919,Atascosa County Tennessee
NC,1852,8347,10199,Austin County North Carolina
TN,222,1565,1787,Bailey County Tennessee
NC,5448,25095,30543,Bandera County North Carolina
NC,8617,35295,43912,Bastrop County North Carolina
NC,2529,8618,11147,Baylor County North Carolina
NC,5227,24985,30212,Bee County North Carolina
NC,3435,15437,18872,Bell County North Carolina
NC,607,3096,3703,Bexar County North Carolina
NC,2229,10865,13094,Blanco County North Carolina
NC,2186,12640,14826,Borden County North Carolina
NC,695,4061,4756,Bosque County North Carolina
NC,2308,10863,13171,Bowie County North Carolina
NC,8576,44228,52804,Brazoria County North Carolina
NC,542,4211,4753,Brazos County North Carolina
TN,506,5785,6291,Brewster County Tennessee
NC,744,5445,6189,Briscoe County North Carolina
TN,708,7019,7727,Brooks County Tennessee
NC,4057,18415,22472,Brown County North Carolina
VA,1698,10680,12378,Burleson County Virginia
NC,2739,10040,12779,Burnet County North Carolina
VA,380,2305,2685,Caldwell County Virginia
NC,12693,62274,74967,Calhoun County North Carolina
NC,5590,23786,29376,Callahan County North Carolina
NC,3615,22029,25644,Cameron County North Carolina
TN,4188,45283,49471,Camp County Tennessee
NC,5570,42489,48059,Carson County North Carolina
TN,6143,65743,71886,Cass County Tennessee
NC,4921,19401,24322,Castro County North Carolina
NC,4073,16092,20165,Chambers County North Carolina
NC,2461,15197,17658,Cherokee County North Carolina
NC,1809,8904,10713,Childress County North Carolina
NC,3566,20994,24560,Clay County North Carolina
NC,705,4968,5673,Cochran County North Carolina
NC,1231,7838,9069,Coke County North Carolina
NC,227,1533,1760,Coleman County North Carolina
NC,4857,21324,26181,Collin County North Carolina
NC,22766,112212,134978,Collingsworth County North Carolina
NC,1626,7448,9074,Colorado County North Carolina
NC,867,5609,6476,Comal County North Carolina
NC,1152,8749,9901,Comanche County North Carolina
NC,913,5913,6826,Concho County North Carolina
ND,190,15,205,Cooke County North Dakota
ND,1657,187,1844,Coryell County North Dakota
ND,3737,371,4108,Cottle County North Dakota
ND,905,128,1033,Crane County North Dakota
ND,247,44,291,Crockett County North Dakota
ND,164,21,185,Crosby County North Dakota
ND,9726,1742,11468,Culberson County North Dakota
ND,19788,3136,22924,Dallam County North Dakota
ND,406,55,461,Dallas County North Dakota
ND,671,87,758,Dawson County North Dakota
ND,217,28,245,Deaf Smith County North Dakota
ND,287,34,321,Delta County North Dakota
ND,323,59,382,Denton County North Dakota
ND,297,65,362,DeWitt County North Dakota
ND,314,26,340,Dickens County North Dakota
ND,286,10,296,Dimmit County North Dakota
ND,10438,1269,11707,Donley County North Dakota
ND,374,64,438,Duval County North Dakota
ND,292,51,343,Eastland County North Dakota
ND,237,31,268,Ector County North Dakota
ND,276,47,323,Edwards County North Dakota
ND,401,54,455,Ellis County North Dakota
ND,179,10,189,El Paso County North Dakota
ND,727,90,817,Erath County North Dakota
ND,266,47,313,Falls County North Dakota
ND,1139,79,1218,Fannin County North Dakota
ND,907,131,1038,Fayette County North Dakota
ND,784,116,900,Fisher County North Dakota
ND,4407,698,5105,Floyd County North Dakota
ND,1223,128,1351,Foard County North Dakota
ND,371,46,417,Fort Bend County North Dakota
ND,131,25,156,Franklin County North Dakota
ND,814,120,934,Freestone County North Dakota
ND,605,137,742,Frio County North Dakota
ND,2431,378,2809,Gaines County North Dakota
ND,709,96,805,Galveston County North Dakota
ND,237,29,266,Garza County North Dakota
ND,2590,267,2857,Gillespie County North Dakota
ND,10013,1675,11688,Glasscock County North Dakota
ND,308,31,339,Goliad County North Dakota
ND,316,48,364,Gonzales County North Dakota
ND,3370,467,3837,Gray County North Dakota
ND,3275,533,3808,Grayson County North Dakota
ND,199,8,207,Gregg County North Dakota
