States,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,CountyState
ND,3311,677,3988,Grimes County North Dakota
ND,250,29,279,Guadalupe County North Dakota
ND,1188,105,1293,Hale County North Dakota
ND,1952,183,2135,Hall County North Dakota
ND,9034,1298,10332,Hamilton County North Dakota
ND,522,122,644,Hansford County North Dakota
ND,2229,365,2594,Hardeman County North Dakota
OH,4743,24096,28839,Hardin County Ohio
OH,1260,9709,10969,Harris County Ohio
OH,8462,29690,38152,Harrison County Ohio
OH,4985,14602,19587,Hartley County Ohio
OH,952,7188,8140,Haskell County Ohio
OH,4391,14800,19191,Hays County Ohio
OH,1828,11568,13396,Hemphill County Ohio
OH,1666,7961,9627,Henderson County Ohio
OH,5405,32191,37596,Hidalgo County Ohio
OH,6211,27326,33537,Hill County Ohio
OH,2041,10679,12720,Hockley County Ohio
OH,69295,361041,430336,Hood County Ohio
OH,34494,197215,231709,Hopkins County Ohio
OH,34801,208164,242965,Houston County Ohio
OH,0,44338,44338,Howard County Ohio
OH,1256,7825,9081,Hudspeth County Ohio
OH,1274,8817,10091,Hunt County Ohio
OH,2995,11829,14824,Hutchinson County Ohio
OH,3359,17074,20433,Irion County Ohio
OH,4976,28949,33925,Jack County Ohio
OH,911,6711,7622,Jackson County Ohio
OH,3689,9376,13065,Jasper County Ohio
OH,1179,5363,6542,Jeff Davis County Ohio
OH,2665,12792,15457,Jefferson County Ohio
OH,45228,190031,235259,Jim Hogg County Ohio
OH,2797,14085,16882,Jim Wells County Ohio
OH,2149,8633,10782,Johnson County Ohio
OH,426,3402,3828,Jones County Ohio
OH,2162,14139,16301,Karnes County Ohio
OH,2741,11908,14649,Kaufman County Ohio
OH,7396,30976,38372,Kendall County Ohio
OH,7295,19227,26522,Kenedy County Ohio
OH,6897,32840,39737,Kent County Ohio
OH,1800,11788,13588,Kerr County Ohio
OH,16240,61288,77528,Kimble County Ohio
OH,21658,64411,86069,King County Ohio
OH,3551,18770,22321,Kinney County Ohio
OH,3110,15841,18951,Kleberg County Ohio
OH,2566,7993,10559,Knox County Ohio
OH,942,4955,5897,Lamar County Ohio
OH,2775,14225,17000,Lamb County Ohio
OH,1052,3879,4931,Lampasas County Ohio
OH,1585,8056,9641,La Salle County Ohio
OH,6717,30359,37076,Lavaca County Ohio
OH,559,2422,2981,Lee County Ohio
OH,1337,6096,7433,Leon County Ohio
OH,814,4326,5140,Liberty County Ohio
OH,2775,11478,14253,Limestone County Ohio
OH,3147,12470,15617,Lipscomb County Ohio
OH,2847,11534,14381,Live Oak County Ohio
OH,5014,25922,30936,Llano County Ohio
OH,1613,7640,9253,Loving County Ohio
OH,598,4213,4811,Lubbock County Ohio
OH,6734,31083,37817,Lynn County Ohio
OH,5737,24533,30270,McCulloch County Ohio
OH,1936,11424,13360,McLennan County Ohio
OH,9520,28174,37694,McMullen County Ohio
OH,1884,14096,15980,Madison County Ohio
OH,21631,83222,104853,Marion County Ohio
OH,36784,117363,154147,Martin County Ohio
OH,11801,48009,59810,Mason County Ohio
OH,4365,20990,25355,Matagorda County Ohio
OH,812,5196,6008,Maverick County Ohio
OH,1405,5997,7402,Medina County Ohio
OH,2929,15654,18583,Menard County Ohio
OH,1441,8514,9955,Midland County Ohio
OH,2618,13017,15635,Milam County Ohio
OH,536,3259,3795,Mills County Ohio
OK,240,12941,13181,Mitchell County Oklahoma
OK,2,1040,1042,Montague County Oklahoma
OK,92,5513,5605,Montgomery County Oklahoma
OK,7,746,753,Moore County Oklahoma
OK,227,7030,7257,Morris County Oklahoma
OK,117,3978,4095,Motley County Oklahoma
OK,194,12590,12784,Nacogdoches County Oklahoma
OK,336,11280,11616,Navarro County Oklahoma
OK,580,19119,19699,Newton County Oklahoma
OK,242,16720,16962,Nolan County Oklahoma
OK,263,15035,15298,Nueces County Oklahoma
TX,289,16617,16906,Ochiltree County Texas
OK,250,17010,17260,Oldham County Oklahoma
TX,276,18592,18868,Orange County Texas
OK,257,8155,8412,Palo Pinto County Oklahoma
OK,26,612,638,Panola County Oklahoma
OK,21,2046,2067,Parker County Oklahoma
OK,459,35241,35700,Parmer County Oklahoma
TX,274,19270,19544,Pecos County Texas
OK,260,20233,20493,Polk County Oklahoma
TX,75,4262,4337,Potter County Texas
OK,26,1689,1715,Presidio County Oklahoma
OK,85,5790,5875,Rains County Oklahoma
OK,190,23332,23522,Randall County Oklahoma
OK,61,7435,7496,Reagan County Oklahoma
OK,336,14973,15309,Real County Oklahoma
OK,0,667,667,Red River County Oklahoma
OK,3,789,792,Reeves County Oklahoma
TX,228,17472,17700,Refugio County Texas
OK,266,15902,16168,Roberts County Oklahoma
TX,491,32585,33076,Robertson County Texas
OK,146,20495,20641,Rockwall County Oklahoma
OK,63,9106,9169,Runnels County Oklahoma
OK,251,15795,16046,Rusk County Oklahoma
OK,44,2284,2328,Sabine County Oklahoma
OK,15,1247,1262,San Augustine County Oklahoma
OK,0,616,616,San Jacinto County Oklahoma
OK,242,5734,5976,San Patricio County Oklahoma
TX,161,3703,3864,San Saba County Texas
OK,125,4115,4240,Schleicher County Oklahoma
TX,44,2084,2128,Scurry County Texas
OK,54,4839,4893,Shackelford County Oklahoma
OK,48,4792,4840,Shelby County Oklahoma
OK,236,19158,19394,Sherman County Oklahoma
OK,61,2911,2972,Smith County Oklahoma
OK,103,3653,3756,Somervell County Oklahoma
OK,39,3955,3994,Starr County Oklahoma
OK,468,21344,21812,Stephens County Oklahoma
OK,77,3290,3367,Sterling County Oklahoma
OK,60,7315,7375,Stonewall County Oklahoma
OK,333,18375,18708,Sutton County Oklahoma
OK,113,8527,8640,Swisher County Oklahoma
OK,16,1170,1186,Tarrant County Oklahoma
OK,92,4727,4819,Taylor County Oklahoma
OK,111,14429,14540,Terrell County Oklahoma
OK,38,3868,3906,Terry County Oklahoma
OK,593,30351,30944,Throckmorton County Oklahoma
OK,29,3009,3038,Titus County Oklahoma
OK,42,3532,3574,Tom Green County Oklahoma
OK,108,4454,4562,Travis County Oklahoma
OK,6971,237658,244629,Trinity County Oklahoma
OK,158,19408,19566,Tyler County Oklahoma
OK,65,10699,10764,Upshur County Oklahoma
OK,51,13004,13055,Upton County Oklahoma
OK,39,5472,5511,Uvalde County Oklahoma
OK,189,16794,16983,Val Verde County Oklahoma
OK,172,12726,12898,Van Zandt County Oklahoma
OK,219,13354,13573,Victoria County Oklahoma
OK,353,30178,30531,Walker County Oklahoma
OK,146,4459,4605,Waller County Oklahoma
OK,2,490,492,Ward County Oklahoma
OK,235,20825,21060,Washington County Oklahoma
OK,255,13402,13657,Webb County Oklahoma
OK,249,20144,20393,Wharton County Oklahoma
OK,173,12839,13012,Wheeler County Oklahoma
TX,118,8194,8312,Wichita County Texas
OK,103,8743,8846,Wilbarger County Oklahoma
TX,48,4098,4146,Willacy County Texas
OK,67,4229,4296,Williamson County Oklahoma
OK,33,3342,3375,Wilson County Oklahoma
OK,3903,161491,165394,Winkler County Oklahoma
OK,251,13182,13433,Wise County Oklahoma
OK,24,3131,3155,Wood County Oklahoma
OK,62,1633,1695,Yoakum County Oklahoma
OK,122,5242,5364,Young County Oklahoma
OR,1273526,104616,1378142,Zapata County Oregon
OR,646397,55410,701807,Zavala County Oregon
OR,624160,54132,678292,Beaver County Oregon
OR,671470,51934,723404,Box Elder County Oregon
OR,44341,2728,47069,Cache County Oregon
OR,22104,1450,23554,Carbon County Oregon
OR,650426,50689,701115,Daggett County Oregon
OR,23297,1483,24780,Davis County Oregon
OR,1060,205,1265,Duchesne County Oregon
PA,79852,210884,290736,Emery County Pennsylvania
PA,3314,16964,20278,Garfield County Pennsylvania
PA,8746,38792,47538,Grand County Pennsylvania
PA,1399,10553,11952,Iron County Pennsylvania
PA,17725,93050,110775,Juab County Pennsylvania
PA,6944,32273,39217,Kane County Pennsylvania
PA,2816,12828,15644,Millard County Pennsylvania
PA,10671,50987,61658,Morgan County Pennsylvania
PA,5012,23600,28612,Piute County Pennsylvania
PA,8317,31334,39651,Rich County Pennsylvania
PA,271,1586,1857,Salt Lake County Pennsylvania
PA,1476,13317,14793,San Juan County Pennsylvania
PA,1879,14143,16022,Sanpete County Pennsylvania
PA,5473,30548,36021,Sevier County Pennsylvania
PA,1897,9112,11009,Summit County Pennsylvania
PA,3932,23678,27610,Tooele County Pennsylvania
PA,1364,8907,10271,Uintah County Pennsylvania
PA,2143,12217,14360,Utah County Pennsylvania
PA,5184,23454,28638,Wasatch County Pennsylvania
PA,2933,23340,26273,Washington County Pennsylvania
PA,12585,55963,68548,Wayne County Pennsylvania
PA,21407,93814,115221,Weber County Pennsylvania
PA,1236,5995,7231,Addison County Pennsylvania
PA,22358,80654,103012,Bennington County Pennsylvania
PA,14308,46552,60860,Caledonia County Pennsylvania
PA,180,1097,1277,Chittenden County Pennsylvania
PA,2943,23018,25961,Essex County Pennsylvania
PA,442,3018,3460,Franklin County Pennsylvania
PA,3327,10382,13709,Grand Isle County Pennsylvania
PA,1339,9865,11204,Lamoille County Pennsylvania
PA,3410,15658,19068,Orange County Pennsylvania
PA,1793,11626,13419,Orleans County Pennsylvania
PA,643,3801,4444,Rutland County Pennsylvania
PA,11247,45724,56971,Washington County Pennsylvania
PA,15573,78971,94544,Windham County Pennsylvania
PA,6540,23358,29898,Windsor County Pennsylvania
PA,3612,25301,28913,Accomack County Pennsylvania
PA,13789,68896,82685,Albemarle County Pennsylvania
PA,14319,80779,95098,Alleghany County Pennsylvania
PA,5052,24950,30002,Amelia County Pennsylvania
PA,3351,10577,13928,Amherst County Pennsylvania
PA,8069,28921,36990,Appomattox County Pennsylvania
PA,2532,11987,14519,Arlington County Pennsylvania
PA,3717,37326,41043,Augusta County Pennsylvania
PA,12544,61009,73553,Bath County Pennsylvania
PA,814,2638,3452,Bedford County Pennsylvania
PA,8934,46112,55046,Bland County Pennsylvania
PA,2749,18518,21267,Botetourt County Pennsylvania
PA,926,7132,8058,Brunswick County Pennsylvania
PA,301663,519319,820982,Buchanan County Pennsylvania
PA,881,9473,10354,Buckingham County Pennsylvania
PA,766,4261,5027,Campbell County Pennsylvania
PA,5442,33617,39059,Caroline County Pennsylvania
PA,702,6078,6780,Carroll County Pennsylvania
PA,2883,15156,18039,Charles City County Pennsylvania
PA,181,879,1060,Charlotte County Pennsylvania
PA,1449,7792,9241,Chesterfield County Pennsylvania
PA,1416,7503,8919,Clarke County Pennsylvania
PA,807,5341,6148,Craig County Pennsylvania
PA,3254,14672,17926,Culpeper County Pennsylvania
PA,1358,9113,10471,Cumberland County Pennsylvania
PA,7930,37195,45125,Dickenson County Pennsylvania
PA,1363,10331,11694,Dinwiddie County Pennsylvania
PA,13073,65425,78498,Essex County Pennsylvania
PA,1116,6023,7139,Fairfax County Pennsylvania
PA,12452,72069,84521,Fauquier County Pennsylvania
RI,65483,214069,279552,Floyd County Rhode Island
SC,930,7698,8628,Fluvanna County South Carolina
SC,3818,51446,55264,Franklin County South Carolina
SC,597,6615,7212,Frederick County South Carolina
SC,977,7544,8521,Giles County South Carolina
SC,1350,11284,12634,Gloucester County South Carolina
SC,2338,31276,33614,Goochland County South Carolina
SC,3098,48281,51379,Grayson County South Carolina
SC,8418,84087,92505,Greene County South Carolina
SC,1892,26699,28591,Greensville County South Carolina
SC,1809,17821,19630,Halifax County South Carolina
SC,1984,22200,24184,Hanover County South Carolina
SC,2700,17481,20181,Henrico County South Carolina
SC,1751,19075,20826,Henry County South Carolina
SC,3690,32549,36239,Highland County South Carolina
SC,1927,16785,18712,Isle of Wight County South Carolina
SC,3554,34305,37859,James City County South Carolina
SC,924,9110,10034,King and Queen County South Carolina
SC,1098,11364,12462,King George County South Carolina
SC,6232,58149,64381,King William County South Carolina
WI,3222,28970,32192,Lancaster County Wisconsin
SC,3129,30265,33394,Lee County South Carolina
WI,119,1086,1205,Loudoun County Wisconsin
SC,1983,23261,25244,Louisa County South Carolina
SC,7808,116083,123891,Lunenburg County South Carolina
SC,2031,26097,28128,Madison County South Carolina
SC,858,10446,11304,Mathews County South Carolina
SC,6519,91535,98054,Mecklenburg County South Carolina
SC,847,11650,12497,Middlesex County South Carolina
SC,1572,20834,22406,Montgomery County South Carolina
SC,2615,31327,33942,Nelson County South Carolina
SC,2317,25093,27410,New Kent County South Carolina
SC,1315,11163,12478,Northampton County South Carolina
VA,2180,9979,12159,Northumberland County Virginia
SC,2136,10052,12188,Nottoway County South Carolina
VA,3001,8868,11869,Orange County Virginia
SC,5024,64666,69690,Page County South Carolina
SC,435,3209,3644,Patrick County South Carolina
SC,2005,18171,20176,Pittsylvania County South Carolina
SC,1604,12969,14573,Powhatan County South Carolina
SC,1438,13797,15235,Prince Edward County South Carolina
SC,1265,20604,21869,Prince George County South Carolina
SC,5380,48732,54112,Prince William County South Carolina
SC,2015,28926,30941,Pulaski County South Carolina
SC,555,6595,7150,Rappahannock County South Carolina
SC,6876,69454,76330,Richmond County South Carolina
SC,4796,45803,50599,Roanoke County South Carolina
SC,1043,10503,11546,Rockbridge County South Carolina
SC,2663,19211,21874,Rockingham County South Carolina
SC,3672,57668,61340,Russell County South Carolina
SD,11,343,354,Scott County South Dakota
SD,12,4174,4186,Shenandoah County South Dakota
SD,87,2664,2751,Smyth County South Dakota
SD,2,973,975,Southampton County South Dakota
SD,59,3113,3172,Spotsylvania County South Dakota
SD,77,5832,5909,Stafford County South Dakota
SD,49,2451,2500,Surry County South Dakota
SD,31,2772,2803,Sussex County South Dakota
SD,0,73,73,Tazewell County South Dakota
SD,159,3915,4074,Warren County South Dakota
SD,2,385,387,Washington County South Dakota
SD,84,2615,2699,Westmoreland County South Dakota
SD,76,4559,4635,Wise County South Dakota
SD,55,2851,2906,Wythe County South Dakota
SD,17,973,990,York County South Dakota
SD,120,4110,4230,Alexandria city South Dakota
SD,0,1179,1179,Bristol city South Dakota
SD,0,428,428,Buena Vista city South Dakota
SD,117,4273,4390,Charlottesville city South Dakota
SD,2,316,318,Chesapeake city South Dakota
SD,6,365,371,Colonial Heights city South Dakota
SD,31,1438,1469,Covington city South Dakota
SD,0,164,164,Danville city South Dakota
SD,15,968,983,Emporia city South Dakota
SD,22,1014,1036,Fairfax city South Dakota
SD,2,151,153,Falls Church city South Dakota
SD,0,795,795,Franklin city South Dakota
SD,0,241,241,Fredericksburg city South Dakota
SD,3,153,156,Galax city South Dakota
SD,0,100,100,Hampton city South Dakota
SD,96,3142,3238,Harrisonburg city South Dakota
SD,4,895,899,Hopewell city South Dakota
SD,0,150,150,Lexington city South Dakota
SD,94,2026,2120,Lynchburg city South Dakota
SD,0,283,283,Manassas city South Dakota
SD,0,88,88,Manassas Park city South Dakota
SD,0,497,497,Martinsville city South Dakota
SD,27,1684,1711,Newport News city South Dakota
SD,82,3940,4022,Norfolk city South Dakota
SD,2,2020,2022,Norton city South Dakota
SD,41,1305,1346,Petersburg city South Dakota
SD,8,814,822,Poquoson city South Dakota
SD,0,269,269,Portsmouth city South Dakota
SD,0,592,592,Radford city South Dakota
SD,48,3473,3521,Richmond city South Dakota
SD,26,1453,1479,Roanoke city South Dakota
SD,2,341,343,Salem city South Dakota
SD,792,39752,40544,Staunton city South Dakota
SD,15,1057,1072,Suffolk city South Dakota
SD,320,29067,29387,Virginia Beach city South Dakota
SD,2,349,351,Waynesboro city South Dakota
SD,0,162,162,Williamsburg city South Dakota
SD,9,3575,3584,Winchester city South Dakota
SD,0,300,300,Adams County South Dakota
SD,570,14606,15176,Asotin County South Dakota
SD,2,670,672,Benton County South Dakota
SD,10,385,395,Chelan County South Dakota
SD,0,67,67,Clallam County South Dakota
SD,301,9871,10172,Clark County South Dakota
SD,35,1655,1690,Columbia County South Dakota
SD,7,1343,1350,Cowlitz County South Dakota
SD,24,1596,1620,Douglas County South Dakota
SD,17,1376,1393,Ferry County South Dakota
SD,61,4663,4724,Franklin County South Dakota
SD,76,2118,2194,Garfield County South Dakota
TN,2220,18924,21144,Grant County Tennessee
TN,766,6771,7537,Grays Harbor County Tennessee
TN,634,6184,6818,Island County Tennessee
TN,3778,33372,37150,Jefferson County Tennessee
TN,3670,34787,38457,King County Tennessee
TN,554,5768,6322,Kitsap County Tennessee
TN,961,11276,12237,Kittitas County Tennessee
TN,1042,6168,7210,Klickitat County Tennessee
TN,2343,14331,16674,Lewis County Tennessee
TN,2500,19960,22460,Lincoln County Tennessee
TN,692,5746,6438,Mason County Tennessee
TN,35150,196555,231705,Okanogan County Tennessee
TN,1825,16854,18679,Pacific County Tennessee
TN,2460,17256,19716,Pend Oreille County Tennessee
TN,1519,10028,11547,Pierce County Tennessee
TN,3571,18785,22356,San Juan County Tennessee
TN,1439,10235,11674,Skagit County Tennessee
TN,1060,9214,10274,Skamania County Tennessee
TN,2490,22733,25223,Snohomish County Tennessee
TN,19001,91836,110837,Spokane County Tennessee
TN,1810,12147,13957,Stevens County Tennessee
TN,2976,22150,25126,Thurston County Tennessee
TN,462,3003,3465,Wahkiakum County Tennessee
TN,671,6347,7018,Walla Walla County Tennessee
TN,2328,13537,15865,Whatcom County Tennessee
TN,1051,12794,13845,Whitman County Tennessee
TN,2274,19263,21537,Yakima County Tennessee
TN,1658,13358,15016,Barbour County Tennessee
TN,3433,28614,32047,Berkeley County Tennessee
TN,565,6108,6673,Boone County Tennessee
TN,1368,11680,13048,Braxton County Tennessee
TN,1163,8523,9686,Brooke County Tennessee
TN,254,1781,2035,Cabell County Tennessee
TN,1915,14785,16700,Calhoun County Tennessee
TN,2443,14640,17083,Clay County Tennessee
TN,845,6830,7675,Doddridge County Tennessee
TN,2598,29334,31932,Fayette County Tennessee
TN,111901,372793,484694,Gilmer County Tennessee
TN,506,3949,4455,Grant County Tennessee
TN,8045,45425,53470,Greenbrier County Tennessee
TN,3469,22662,26131,Hampshire County Tennessee
TN,302,3064,3366,Hancock County Tennessee
TN,943,6645,7588,Hardy County Tennessee
TN,205,2453,2658,Harrison County Tennessee
TN,1465,12239,13704,Jackson County Tennessee
TN,2528,26241,28769,Jefferson County Tennessee
TX,252,14394,14646,Kanawha County Texas
TX,35,3672,3707,Lewis County Texas
TX,398,32858,33256,Lincoln County Texas
TX,124,7520,7644,Logan County Texas
TX,6,346,352,McDowell County Texas
TX,0,127,127,Marion County Texas
TX,300,18042,18342,Marshall County Texas
TX,80,6057,6137,Mason County Texas
TX,23,2772,2795,Mercer County Texas
TX,66,3650,3716,Mineral County Texas
TX,457,21231,21688,Mingo County Texas
TX,6,1200,1206,Monongalia County Texas
TX,262,10851,11113,Monroe County Texas
TX,2963,78728,81691,Morgan County Texas
TX,8621,547847,556468,Nicholas County Texas
TX,4,1605,1609,Ohio County Texas
TX,0,10,10,Pendleton County Texas
TX,61,5156,5217,Pleasants County Texas
TX,707,32544,33251,Pocahontas County Texas
TX,776,57198,57974,Preston County Texas
TX,667,39082,39749,Putnam County Texas
TX,26,1873,1899,Raleigh County Texas
TX,0,277,277,Randolph County Texas
TX,109,5728,5837,Ritchie County Texas
TX,198,11949,12147,Roane County Texas
TX,79,4983,5062,Summers County Texas
TX,132,9414,9546,Taylor County Texas
TX,390,12732,13122,Tucker County Texas
TX,44,3371,3415,Tyler County Texas
TX,3892,239316,243208,Upshur County Texas
TX,89,5533,5622,Wayne County Texas
TX,130,11860,11990,Webster County Texas
TX,21,3075,3096,Wetzel County Texas
TX,30,5400,5430,Wirt County Texas
TX,37,2101,2138,Wood County Texas
TX,17,1321,1338,Wyoming County Texas
TX,0,221,221,Adams County Texas
TX,39,3332,3371,Ashland County Texas
TX,777,60320,61097,Barron County Texas
TX,17,896,913,Bayfield County Texas
TX,48,5536,5584,Brown County Texas
TX,114,17719,17833,Buffalo County Texas
TX,6,559,565,Burnett County Texas
TX,83,8601,8684,Calumet County Texas
TX,307,14219,14526,Chippewa County Texas
TX,14,530,544,Clark County Texas
TX,0,394,394,Columbia County Texas
TX,27,918,945,Crawford County Texas
TX,27,3357,3384,Dane County Texas
TX,8,1032,1040,Dodge County Texas
TX,16,1876,1892,Door County Texas
TX,57,5159,5216,Douglas County Texas
TX,121,7454,7575,Dunn County Texas
TX,41,1718,1759,Eau Claire County Texas
TX,553,56623,57176,Florence County Texas
TX,100,6801,6901,Fond du Lac County Texas
TX,10,686,696,Forest County Texas
TX,109,6751,6860,Grant County Texas
TX,0,799,799,Green County Texas
TX,73,6790,6863,Green Lake County Texas
TX,80,6092,6172,Iowa County Texas
TX,646,50299,50945,Iron County Texas
TX,3,603,606,Jackson County Texas
TX,7180,362197,369377,Jefferson County Texas
TX,126,8162,8288,Juneau County Texas
TX,202,6463,6665,Kenosha County Texas
TX,50,7928,7978,Kewaunee County Texas
TX,106,4706,4812,La Crosse County Texas
TX,10,449,459,Lafayette County Texas
TX,19,2101,2120,Langlade County Texas
TX,16,287,303,Lincoln County Texas
TX,740,63902,64642,Manitowoc County Texas
TX,178,4711,4889,Marathon County Texas
TX,126,8539,8665,Marinette County Texas
TX,38,3666,3704,Marquette County Texas
TX,1319,70464,71783,Menominee County Texas
TX,48,1668,1716,Milwaukee County Texas
TX,25,3662,3687,Monroe County Texas
TX,0,24,24,Oconto County Texas
TX,36,1539,1575,Oneida County Texas
TX,59,7838,7897,Outagamie County Texas
TX,49,5869,5918,Ozaukee County Texas
TX,304,31775,32079,Pepin County Texas
TX,544,38944,39488,Pierce County Texas
TX,128,8207,8335,Polk County Texas
TX,220,14805,15025,Portage County Texas
TX,8,1521,1529,Price County Texas
TX,35,2176,2211,Racine County Texas
TX,11,1118,1129,Richland County Texas
TX,34,1390,1424,Rock County Texas
TX,197,14257,14454,Rusk County Texas
TX,13037,1043675,1056712,St. Croix County Texas
TX,349,22400,22749,Sauk County Texas
TX,7,354,361,Sawyer County Texas
TX,581,30188,30769,Shawano County Texas
TX,8,389,397,Sheboygan County Texas
TX,332,24483,24815,Taylor County Texas
TX,151,10869,11020,Trempealeau County Texas
TX,108,9232,9340,Vernon County Texas
TX,170,10990,11160,Vilas County Texas
TX,144,8828,8972,Walworth County Texas
TX,257,8383,8640,Washburn County Texas
TX,15,1298,1313,Washington County Texas
TX,264,23250,23514,Waukesha County Texas
TX,81,5026,5107,Waupaca County Texas
TX,6,164,170,Waushara County Texas
TX,7,963,970,Winnebago County Texas
TX,142,14238,14380,Wood County Texas
TX,10,228,238,Albany County Texas
TX,28,3364,3392,Big Horn County Texas
TX,380,19531,19911,Campbell County Texas
TX,23,1187,1210,Carbon County Texas
TX,54,5653,5707,Converse County Texas
TX,484,26691,27175,Crook County Texas
TX,25,3688,3713,Fremont County Texas
TX,3,112,115,Goshen County Texas
TX,0,71,71,Hot Springs County Texas
TX,87,11455,11542,Johnson County Texas
TX,8,963,971,Laramie County Texas
TX,0,8,8,Lincoln County Texas
TX,35,1121,1156,Natrona County Texas
TX,328,13476,13804,Niobrara County Texas
TX,19,1338,1357,Park County Texas
TX,501,18520,19021,Platte County Texas
TX,75,5527,5602,Sheridan County Texas
TX,103,5436,5539,Sublette County Texas
TX,109,3201,3310,Sweetwater County Texas
TX,36,3936,3972,Teton County Texas
TX,51,4160,4211,Uinta County Texas
TX,402,26143,26545,Washakie County Texas
TX,161,7367,7528,Weston County Texas
