County,State,Life expectancy 2010
McCormick County, South Carolina,76.91
Newberry County, South Carolina,76.09
Oconee County, South Carolina,77.50
Orangeburg County, South Carolina,73.91
Pickens County, South Carolina,77.26
Richland County, South Carolina,77.23
Saluda County, South Carolina,76.89
Spartanburg County, South Carolina,75.68
Sumter County, South Carolina,75.66
Union County, South Carolina,74.10
Williamsburg County, South Carolina,73.26
York County, South Carolina,77.31
Aurora County, South Dakota,79.96
Beadle County, South Dakota,79.42
Bennett County, South Dakota,74.32
Bon Homme County, South Dakota,81.06
Brookings County, South Dakota,81.28
Brown County, South Dakota,80.02
Brule County, South Dakota,80.00
Buffalo County, South Dakota,68.75
Butte County, South Dakota,78.16
Campbell County, South Dakota,82.00
Charles Mix County, South Dakota,78.23
Clark County, South Dakota,79.98
Clay County, South Dakota,80.09
Codington County, South Dakota,80.05
Corson County, South Dakota,71.89
Custer County, South Dakota,79.57
Davison County, South Dakota,80.00
Day County, South Dakota,78.92
Deuel County, South Dakota,80.35
Dewey County, South Dakota,70.85
Douglas County, South Dakota,80.78
Edmunds County, South Dakota,80.50
Fall River County, South Dakota,76.26
Faulk County, South Dakota,80.90
Grant County, South Dakota,79.56
Gregory County, South Dakota,79.02
Haakon County, South Dakota,79.60
Hamlin County, South Dakota,79.28
Hand County, South Dakota,81.32
Hanson County, South Dakota,81.32
Harding County, South Dakota,79.69
Hughes County, South Dakota,79.86
Hutchinson County, South Dakota,80.66
Hyde County, South Dakota,79.36
Jackson County, South Dakota,74.77
Jerauld County, South Dakota,81.09
Jones County, South Dakota,80.01
Kingsbury County, South Dakota,79.23
Lake County, South Dakota,80.78
Lawrence County, South Dakota,80.50
Lincoln County, South Dakota,82.72
Lyman County, South Dakota,77.37
Marshall County, South Dakota,79.89
McCook County, South Dakota,79.21
McPherson County, South Dakota,81.03
Meade County, South Dakota,79.30
Mellette County, South Dakota,73.77
Miner County, South Dakota,80.16
Minnehaha County, South Dakota,79.35
Moody County, South Dakota,80.27
Oglala Lakota County, South Dakota,66.25
Pennington County, South Dakota,80.02
Perkins County, South Dakota,79.16
Potter County, South Dakota,79.68
Roberts County, South Dakota,77.42
Sanborn County, South Dakota,80.23
Spink County, South Dakota,79.60
Stanley County, South Dakota,79.39
Sully County, South Dakota,81.43
Todd County, South Dakota,68.35
Tripp County, South Dakota,78.92
Turner County, South Dakota,80.26
Union County, South Dakota,80.50
Walworth County, South Dakota,78.07
Yankton County, South Dakota,80.35
Ziebach County, South Dakota,75.96
Anderson County, Tennessee,76.88
Bedford County, Tennessee,75.69
Benton County, Tennessee,73.82
Bledsoe County, Tennessee,76.68
Blount County, Tennessee,77.34
Bradley County, Tennessee,76.74
Campbell County, Tennessee,74.36
Cannon County, Tennessee,75.75
Carroll County, Tennessee,74.08
Carter County, Tennessee,76.32
Cheatham County, Tennessee,75.58
Chester County, Tennessee,76.81
Claiborne County, Tennessee,74.21
Clay County, Tennessee,74.68
Cocke County, Tennessee,73.73
Coffee County, Tennessee,75.22
Crockett County, Tennessee,75.46
Cumberland County, Tennessee,77.78
Davidson County, Tennessee,76.50
DeKalb County, Tennessee,74.26
Decatur County, Tennessee,74.69
Dickson County, Tennessee,75.93
Dyer County, Tennessee,74.79
Fayette County, Tennessee,76.81
Fentress County, Tennessee,73.52
Franklin County, Tennessee,76.67
Gibson County, Tennessee,74.21
Giles County, Tennessee,75.81
Grainger County, Tennessee,74.79
Greene County, Tennessee,75.35
Grundy County, Tennessee,72.89
Hamblen County, Tennessee,75.27
Hamilton County, Tennessee,77.44
Hancock County, Tennessee,73.67
Hardeman County, Tennessee,74.70
Hardin County, Tennessee,74.49
Hawkins County, Tennessee,75.79
Haywood County, Tennessee,74.65
Henderson County, Tennessee,74.50
Henry County, Tennessee,74.79
Hickman County, Tennessee,75.39
Houston County, Tennessee,75.42
Humphreys County, Tennessee,75.36
Jackson County, Tennessee,74.22
Jefferson County, Tennessee,76.20
Johnson County, Tennessee,75.90
Knox County, Tennessee,77.10
Lake County, Tennessee,73.14
Lauderdale County, Tennessee,74.33
Lawrence County, Tennessee,75.61
Lewis County, Tennessee,75.30
Lincoln County, Tennessee,75.92
Loudon County, Tennessee,77.97
Macon County, Tennessee,74.53
Madison County, Tennessee,76.48
Marion County, Tennessee,74.63
Marshall County, Tennessee,76.04
Maury County, Tennessee,76.54
McMinn County, Tennessee,75.62
McNairy County, Tennessee,73.87
Meigs County, Tennessee,74.24
Monroe County, Tennessee,75.81
Montgomery County, Tennessee,76.62
Moore County, Tennessee,79.03
Morgan County, Tennessee,75.66
Obion County, Tennessee,75.52
Overton County, Tennessee,74.46
Perry County, Tennessee,74.61
Pickett County, Tennessee,76.39
Polk County, Tennessee,74.58
Putnam County, Tennessee,76.66
Rhea County, Tennessee,75.45
Roane County, Tennessee,76.16
Robertson County, Tennessee,75.91
Rutherford County, Tennessee,77.68
Scott County, Tennessee,73.93
Sequatchie County, Tennessee,76.04
Sevier County, Tennessee,76.73
Shelby County, Tennessee,75.49
Smith County, Tennessee,75.00
Stewart County, Tennessee,75.20
Sullivan County, Tennessee,76.56
Sumner County, Tennessee,77.92
Tipton County, Tennessee,75.37
Trousdale County, Tennessee,74.09
Unicoi County, Tennessee,75.31
Union County, Tennessee,75.11
Van Buren County, Tennessee,76.17
Warren County, Tennessee,75.11
Washington County, Tennessee,76.68
Wayne County, Tennessee,75.64
Weakley County, Tennessee,76.80
White County, Tennessee,74.86
Williamson County, Tennessee,81.36
Wilson County, Tennessee,77.73
Anderson County, Texas,73.92
Andrews County, Texas,76.51
Angelina County, Texas,76.06
Aransas County, Texas,76.22
Archer County, Texas,79.23
Armstrong County, Texas,77.47
Atascosa County, Texas,77.69
Austin County, Texas,78.21
Bailey County, Texas,78.23
Bandera County, Texas,79.80
Bastrop County, Texas,77.67
Baylor County, Texas,76.36
Bee County, Texas,77.76
Bell County, Texas,77.72
Bexar County, Texas,78.53
Blanco County, Texas,79.25
Borden County, Texas,79.68
Bosque County, Texas,76.85
Bowie County, Texas,75.56
Brazoria County, Texas,78.18
Brazos County, Texas,79.80
Brewster County, Texas,79.86
Briscoe County, Texas,77.55
Brooks County, Texas,76.56
Brown County, Texas,75.70
Burleson County, Texas,77.88
Burnet County, Texas,78.89
Caldwell County, Texas,78.11
Calhoun County, Texas,77.32
Callahan County, Texas,76.88
Cameron County, Texas,80.04
Camp County, Texas,74.66
Carson County, Texas,78.03
Cass County, Texas,75.60
Castro County, Texas,78.50
Chambers County, Texas,77.08
Cherokee County, Texas,76.25
Childress County, Texas,76.62
Clay County, Texas,77.65
Cochran County, Texas,76.22
Coke County, Texas,76.87
Coleman County, Texas,75.95
Collin County, Texas,81.52
Collingsworth County, Texas,75.91
Colorado County, Texas,77.11
Comal County, Texas,79.42
Comanche County, Texas,77.22
Concho County, Texas,78.22
Cooke County, Texas,77.27
Coryell County, Texas,78.04
Cottle County, Texas,77.56
Crane County, Texas,75.94
Crockett County, Texas,77.13
Crosby County, Texas,77.07
Culberson County, Texas,78.59
Dallam County, Texas,75.61
Dallas County, Texas,78.09
Dawson County, Texas,77.05
DeWitt County, Texas,77.32
Deaf Smith County, Texas,77.64
Delta County, Texas,75.80
Denton County, Texas,80.39
Dickens County, Texas,77.47
Dimmit County, Texas,77.95
Donley County, Texas,76.63
Duval County, Texas,76.70
Eastland County, Texas,75.59
Ector County, Texas,75.24
Edwards County, Texas,79.37
El Paso County, Texas,79.79
Ellis County, Texas,77.78
Erath County, Texas,78.42
Falls County, Texas,76.15
Fannin County, Texas,75.87
Fayette County, Texas,79.14
Fisher County, Texas,77.81
Floyd County, Texas,78.28
Foard County, Texas,77.83
Fort Bend County, Texas,81.20
Franklin County, Texas,77.77
Freestone County, Texas,76.39
Frio County, Texas,77.73
Gaines County, Texas,77.93
Galveston County, Texas,77.05
Garza County, Texas,76.17
Gillespie County, Texas,80.67
Glasscock County, Texas,79.85
Goliad County, Texas,79.29
Gonzales County, Texas,76.92
Gray County, Texas,75.69
Grayson County, Texas,76.35
Gregg County, Texas,75.45
Grimes County, Texas,76.23
Guadalupe County, Texas,79.57
Hale County, Texas,77.95
Hall County, Texas,76.34
Hamilton County, Texas,76.85
Hansford County, Texas,77.08
Hardeman County, Texas,77.50
Hardin County, Texas,75.93
Harris County, Texas,78.45
Harrison County, Texas,75.93
Hartley County, Texas,80.48
Haskell County, Texas,77.01
Hays County, Texas,80.10
Hemphill County, Texas,77.60
Henderson County, Texas,75.69
Hidalgo County, Texas,80.74
Hill County, Texas,76.62
Hockley County, Texas,76.83
Hood County, Texas,78.32
Hopkins County, Texas,76.69
Houston County, Texas,75.67
Howard County, Texas,75.06
Hudspeth County, Texas,80.77
Hunt County, Texas,75.99
Hutchinson County, Texas,75.60
Irion County, Texas,79.60
Jack County, Texas,76.77
Jackson County, Texas,77.35
Jasper County, Texas,75.46
Jeff Davis County, Texas,81.78
Jefferson County, Texas,76.04
Jim Hogg County, Texas,77.42
Jim Wells County, Texas,76.51
Johnson County, Texas,76.84
Jones County, Texas,76.82
Karnes County, Texas,76.87
Kaufman County, Texas,76.00
Kendall County, Texas,79.88
Kenedy County, Texas,77.02
Kent County, Texas,77.38
Kerr County, Texas,78.78
Kimble County, Texas,77.89
King County, Texas,78.33
Kinney County, Texas,79.57
Kleberg County, Texas,77.58
Knox County, Texas,77.41
La Salle County, Texas,77.43
Lamar County, Texas,75.76
Lamb County, Texas,76.73
Lampasas County, Texas,77.29
Lavaca County, Texas,79.00
Lee County, Texas,78.47
Leon County, Texas,76.14
Liberty County, Texas,74.28
Limestone County, Texas,74.64
Lipscomb County, Texas,77.90
Live Oak County, Texas,79.41
Llano County, Texas,79.17
Loving County, Texas,74.10
Lubbock County, Texas,76.85
Lynn County, Texas,77.13
Madison County, Texas,76.94
Marion County, Texas,74.60
Martin County, Texas,76.63
Mason County, Texas,79.58
Matagorda County, Texas,76.51
Maverick County, Texas,79.41
McCulloch County, Texas,76.53
McLennan County, Texas,77.18
McMullen County, Texas,78.58
Medina County, Texas,78.67
Menard County, Texas,77.80
Midland County, Texas,78.41
Milam County, Texas,76.96
Mills County, Texas,78.44
Mitchell County, Texas,75.75
Montague County, Texas,75.15
Montgomery County, Texas,78.43
Moore County, Texas,77.71
Morris County, Texas,75.36
Motley County, Texas,77.89
Nacogdoches County, Texas,76.08
Navarro County, Texas,76.15
Newton County, Texas,74.92
Nolan County, Texas,75.65
Nueces County, Texas,78.08
Ochiltree County, Texas,76.62
Oldham County, Texas,77.57
Orange County, Texas,74.51
Palo Pinto County, Texas,75.60
Panola County, Texas,75.75
Parker County, Texas,77.56
Parmer County, Texas,78.73
Pecos County, Texas,78.25
Polk County, Texas,73.17
Potter County, Texas,74.33
Presidio County, Texas,83.40
Rains County, Texas,76.89
Randall County, Texas,79.04
Reagan County, Texas,76.80
Real County, Texas,76.73
Red River County, Texas,74.75
Reeves County, Texas,77.23
Refugio County, Texas,76.70
Roberts County, Texas,76.15
Robertson County, Texas,75.90
Rockwall County, Texas,79.66
Runnels County, Texas,77.06
Rusk County, Texas,76.04
Sabine County, Texas,75.31
San Augustine County, Texas,74.73
San Jacinto County, Texas,76.05
San Patricio County, Texas,76.62
San Saba County, Texas,78.24
Schleicher County, Texas,78.33
Scurry County, Texas,77.14
Shackelford County, Texas,77.22
Shelby County, Texas,74.14
Sherman County, Texas,77.70
Smith County, Texas,77.74
Somervell County, Texas,77.59
Starr County, Texas,79.04
Stephens County, Texas,76.38
Sterling County, Texas,77.51
Stonewall County, Texas,77.45
Sutton County, Texas,77.54
Swisher County, Texas,77.90
Tarrant County, Texas,78.25
Taylor County, Texas,76.71
Terrell County, Texas,77.66
Terry County, Texas,76.98
Throckmorton County, Texas,77.88
Titus County, Texas,77.14
Tom Green County, Texas,77.54
Travis County, Texas,80.33
Trinity County, Texas,74.66
Tyler County, Texas,75.76
Upshur County, Texas,75.34
Upton County, Texas,76.45
Uvalde County, Texas,78.43
Val Verde County, Texas,79.22
Van Zandt County, Texas,76.01
Victoria County, Texas,78.00
Walker County, Texas,77.26
Waller County, Texas,77.91
Ward County, Texas,76.19
Washington County, Texas,78.57
Webb County, Texas,79.50
Wharton County, Texas,77.42
Wheeler County, Texas,75.76
Wichita County, Texas,75.54
Wilbarger County, Texas,75.82
Willacy County, Texas,79.55
Williamson County, Texas,81.45
Wilson County, Texas,78.73
Winkler County, Texas,74.85
Wise County, Texas,77.01
Wood County, Texas,76.67
Yoakum County, Texas,77.57
Young County, Texas,75.77
Zapata County, Texas,79.19
Zavala County, Texas,77.92
Beaver County, Utah,77.04
Box Elder County, Utah,79.46
Cache County, Utah,81.90
Carbon County, Utah,76.67
Daggett County, Utah,81.12
Davis County, Utah,80.92
Duchesne County, Utah,77.38
Emery County, Utah,77.97
Garfield County, Utah,79.22
Grand County, Utah,78.05
Iron County, Utah,79.25
Juab County, Utah,77.84
Kane County, Utah,79.22
Millard County, Utah,79.17
Morgan County, Utah,81.20
Piute County, Utah,78.38
Rich County, Utah,80.89
Salt Lake County, Utah,79.49
San Juan County, Utah,78.67
Sanpete County, Utah,79.02
Sevier County, Utah,78.04
Summit County, Utah,82.10
Tooele County, Utah,78.15
Uintah County, Utah,77.81
Utah County, Utah,80.80
Wasatch County, Utah,80.31
Washington County, Utah,81.22
Wayne County, Utah,79.44
Weber County, Utah,78.93
Addison County, Vermont,80.42
Bennington County, Vermont,79.36
Caledonia County, Vermont,79.68
Chittenden County, Vermont,81.01
Essex County, Vermont,79.29
Franklin County, Vermont,78.93
Grand Isle County, Vermont,79.68
Lamoille County, Vermont,79.88
Orange County, Vermont,80.17
Orleans County, Vermont,79.13
Rutland County, Vermont,78.98
Washington County, Vermont,80.08
Windham County, Vermont,79.48
Windsor County, Vermont,80.14
Accomack County, Virginia,75.83
Albemarle County, Virginia,80.78
Alexandria City, Virginia,80.99
Alleghany County, Virginia,76.38
Amelia County, Virginia,77.14
Amherst County, Virginia,77.52
Appomattox County, Virginia,77.39
Arlington County, Virginia,82.32
Augusta County, Virginia,78.66
Bath County, Virginia,77.21
Bedford County, Virginia,78.89
Bland County, Virginia,76.00
Botetourt County, Virginia,79.47
Bristol City, Virginia,74.91
Brunswick County, Virginia,75.62
Buchanan County, Virginia,73.75
Buckingham County, Virginia,77.39
Buena Vista City, Virginia,78.95
Campbell County, Virginia,78.69
Caroline County, Virginia,77.35
Carroll County, Virginia,77.54
Charles City County, Virginia,77.15
Charlotte County, Virginia,76.21
Charlottesville City, Virginia,80.78
Chesapeake City, Virginia,78.25
Chesterfield County, Virginia,79.86
Clarke County, Virginia,78.95
Colonial Heights City, Virginia,78.16
Covington City, Virginia,75.76
Craig County, Virginia,78.08
Culpeper County, Virginia,78.29
Cumberland County, Virginia,78.16
Danville City, Virginia,75.97
Dickenson County, Virginia,74.07
Dinwiddie County, Virginia,76.83
Emporia City, Virginia,74.32
Essex County, Virginia,76.61
Fairfax City, Virginia,83.23
Fairfax County, Virginia,83.23
Falls Church City, Virginia,81.24
Fauquier County, Virginia,79.05
Floyd County, Virginia,78.81
Fluvanna County, Virginia,80.48
Franklin City, Virginia,76.03
Franklin County, Virginia,78.55
Frederick County, Virginia,79.33
Fredericksburg City, Virginia,78.82
Galax City, Virginia,75.24
Giles County, Virginia,76.17
Gloucester County, Virginia,77.70
Goochland County, Virginia,79.87
Grayson County, Virginia,76.96
Greene County, Virginia,78.94
Greensville County, Virginia,74.32
Halifax County, Virginia,75.69
Hampton City, Virginia,76.95
Hanover County, Virginia,79.67
Harrisonburg City, Virginia,80.46
Henrico County, Virginia,79.28
Henry County, Virginia,76.02
Highland County, Virginia,79.49
Hopewell City, Virginia,74.10
Isle of Wight County, Virginia,77.79
James City County, Virginia,81.49
King George County, Virginia,78.48
King William County, Virginia,77.47
King and Queen County, Virginia,77.37
Lancaster County, Virginia,77.98
Lee County, Virginia,74.64
Lexington City, Virginia,80.02
Loudoun County, Virginia,82.62
Louisa County, Virginia,78.02
Lunenburg County, Virginia,76.83
Lynchburg City, Virginia,77.09
Madison County, Virginia,78.88
Manassas City, Virginia,80.43
Manassas Park City, Virginia,80.43
Martinsville City, Virginia,73.29
Mathews County, Virginia,79.01
Mecklenburg County, Virginia,75.89
Middlesex County, Virginia,77.85
Montgomery County, Virginia,79.12
Nelson County, Virginia,77.81
New Kent County, Virginia,78.49
Newport News City, Virginia,78.05
Norfolk City, Virginia,75.35
Northampton County, Virginia,75.83
Northumberland County, Virginia,79.25
Norton City, Virginia,76.19
Nottoway County, Virginia,75.56
Orange County, Virginia,78.69
Page County, Virginia,77.60
Patrick County, Virginia,77.07
Petersburg City, Virginia,72.17
Pittsylvania County, Virginia,75.97
Poquoson City, Virginia,79.50
Portsmouth City, Virginia,74.68
Powhatan County, Virginia,79.69
Prince Edward County, Virginia,76.94
Prince George County, Virginia,79.16
Prince William County, Virginia,80.43
Pulaski County, Virginia,75.85
Radford City, Virginia,77.99
Rappahannock County, Virginia,79.28
Richmond City, Virginia,74.22
Richmond County, Virginia,76.64
Roanoke City, Virginia,74.50
Roanoke County, Virginia,79.68
Rockbridge County, Virginia,78.95
Rockingham County, Virginia,80.46
Russell County, Virginia,74.82
Salem City, Virginia,77.15
Scott County, Virginia,75.75
Shenandoah County, Virginia,79.06
Smyth County, Virginia,75.25
Southampton County, Virginia,76.03
Spotsylvania County, Virginia,78.82
Stafford County, Virginia,79.61
Staunton City, Virginia,78.66
Suffolk City, Virginia,76.43
Surry County, Virginia,77.87
Sussex County, Virginia,74.70
Tazewell County, Virginia,74.18
Virginia Beach City, Virginia,79.63
Warren County, Virginia,77.10
Washington County, Virginia,77.22
Waynesboro City, Virginia,78.66
Westmoreland County, Virginia,77.17
Williamsburg City, Virginia,81.49
Winchester City, Virginia,76.94
Wise County, Virginia,74.19
Wythe County, Virginia,76.58
York County, Virginia,78.05
Adams County, Washington,79.09
Asotin County, Washington,79.18
Benton County, Washington,79.68
Chelan County, Washington,80.40
Clallam County, Washington,79.38
Clark County, Washington,79.69
Columbia County, Washington,78.94
Cowlitz County, Washington,77.69
Douglas County, Washington,80.43
Ferry County, Washington,76.84
Franklin County, Washington,79.61
Garfield County, Washington,80.28
Grant County, Washington,78.59
Grays Harbor County, Washington,76.72
Island County, Washington,81.64
Jefferson County, Washington,80.88
King County, Washington,81.11
Kitsap County, Washington,79.61
Kittitas County, Washington,80.59
Klickitat County, Washington,79.62
Lewis County, Washington,77.97
Lincoln County, Washington,79.80
Mason County, Washington,78.41
Okanogan County, Washington,78.24
Pacific County, Washington,77.36
Pend Oreille County, Washington,77.43
Pierce County, Washington,78.46
San Juan County, Washington,83.44
Skagit County, Washington,79.57
Skamania County, Washington,79.86
Snohomish County, Washington,79.95
Spokane County, Washington,78.81
Stevens County, Washington,78.20
Thurston County, Washington,80.15
Wahkiakum County, Washington,78.77
Walla Walla County, Washington,79.75
Whatcom County, Washington,80.81
Whitman County, Washington,81.28
Yakima County, Washington,78.24
Barbour County, West Virginia,76.21
Berkeley County, West Virginia,76.60
Boone County, West Virginia,73.23
Braxton County, West Virginia,76.59
Brooke County, West Virginia,76.96
Cabell County, West Virginia,75.43
Calhoun County, West Virginia,76.46
Clay County, West Virginia,74.76
Doddridge County, West Virginia,77.00
Fayette County, West Virginia,74.39
Gilmer County, West Virginia,76.75
Grant County, West Virginia,78.35
Greenbrier County, West Virginia,76.42
Hampshire County, West Virginia,77.34
Hancock County, West Virginia,76.92
Hardy County, West Virginia,77.53
Harrison County, West Virginia,76.00
Jackson County, West Virginia,77.10
Jefferson County, West Virginia,77.54
Kanawha County, West Virginia,75.53
Lewis County, West Virginia,75.33
Lincoln County, West Virginia,73.68
Logan County, West Virginia,72.59
Marion County, West Virginia,77.17
Marshall County, West Virginia,77.42
Mason County, West Virginia,75.44
McDowell County, West Virginia,70.39
Mercer County, West Virginia,74.34
Mineral County, West Virginia,77.06
Mingo County, West Virginia,71.75
Monongalia County, West Virginia,78.97
Monroe County, West Virginia,77.10
Morgan County, West Virginia,77.14
Nicholas County, West Virginia,75.44
Ohio County, West Virginia,77.49
Pendleton County, West Virginia,79.21
Pleasants County, West Virginia,76.50
Pocahontas County, West Virginia,76.60
Preston County, West Virginia,77.18
Putnam County, West Virginia,77.51
Raleigh County, West Virginia,74.99
Randolph County, West Virginia,77.02
Ritchie County, West Virginia,76.24
Roane County, West Virginia,75.55
Summers County, West Virginia,76.08
Taylor County, West Virginia,76.91
Tucker County, West Virginia,77.41
Tyler County, West Virginia,76.58
Upshur County, West Virginia,77.00
Wayne County, West Virginia,76.13
Webster County, West Virginia,75.48
Wetzel County, West Virginia,76.48
Wirt County, West Virginia,76.72
Wood County, West Virginia,76.85
Wyoming County, West Virginia,72.94
Adams County, Wisconsin,78.06
Ashland County, Wisconsin,77.68
Barron County, Wisconsin,79.53
Bayfield County, Wisconsin,79.67
Brown County, Wisconsin,80.52
Buffalo County, Wisconsin,80.10
Burnett County, Wisconsin,79.10
Calumet County, Wisconsin,81.10
Chippewa County, Wisconsin,80.14
Clark County, Wisconsin,79.86
Columbia County, Wisconsin,79.29
Crawford County, Wisconsin,79.55
Dane County, Wisconsin,81.16
Dodge County, Wisconsin,79.22
Door County, Wisconsin,80.76
Douglas County, Wisconsin,78.22
Dunn County, Wisconsin,80.95
Eau Claire County, Wisconsin,80.65
Florence County, Wisconsin,79.23
Fond du Lac County, Wisconsin,80.07
Forest County, Wisconsin,78.14
Grant County, Wisconsin,79.67
Green County, Wisconsin,80.26
Green Lake County, Wisconsin,79.41
Iowa County, Wisconsin,79.86
Iron County, Wisconsin,79.01
Jackson County, Wisconsin,78.61
Jefferson County, Wisconsin,80.20
Juneau County, Wisconsin,78.14
Kenosha County, Wisconsin,78.37
Kewaunee County, Wisconsin,81.25
La Crosse County, Wisconsin,80.19
Lafayette County, Wisconsin,80.39
Langlade County, Wisconsin,79.49
Lincoln County, Wisconsin,79.32
Manitowoc County, Wisconsin,80.09
Marathon County, Wisconsin,80.70
Marinette County, Wisconsin,78.83
Marquette County, Wisconsin,78.83
Menominee County, Wisconsin,72.22
Milwaukee County, Wisconsin,77.34
Monroe County, Wisconsin,78.42
Oconto County, Wisconsin,79.42
Oneida County, Wisconsin,79.30
Outagamie County, Wisconsin,80.66
Ozaukee County, Wisconsin,81.64
Pepin County, Wisconsin,80.73
Pierce County, Wisconsin,81.08
Polk County, Wisconsin,79.76
Portage County, Wisconsin,80.84
Price County, Wisconsin,79.17
Racine County, Wisconsin,78.95
Richland County, Wisconsin,80.48
Rock County, Wisconsin,78.72
Rusk County, Wisconsin,78.96
Saint Croix County, Wisconsin,80.54
Sauk County, Wisconsin,79.62
Sawyer County, Wisconsin,77.90
Shawano County, Wisconsin,79.32
Sheboygan County, Wisconsin,80.03
Taylor County, Wisconsin,81.16
Trempealeau County, Wisconsin,79.91
Vernon County, Wisconsin,79.90
Vilas County, Wisconsin,79.47
Walworth County, Wisconsin,79.60
Washburn County, Wisconsin,78.32
Washington County, Wisconsin,80.97
Waukesha County, Wisconsin,81.31
Waupaca County, Wisconsin,77.88
Waushara County, Wisconsin,79.12
Winnebago County, Wisconsin,79.99
Wood County, Wisconsin,80.46
Albany County, Wyoming,80.31
Big Horn County, Wyoming,77.78
Campbell County, Wyoming,77.41
Carbon County, Wyoming,77.34
Converse County, Wyoming,78.68
Crook County, Wyoming,79.76
Fremont County, Wyoming,75.74
Goshen County, Wyoming,79.64
Hot Springs County, Wyoming,77.24
Johnson County, Wyoming,79.35
Laramie County, Wyoming,78.51
Lincoln County, Wyoming,79.83
Natrona County, Wyoming,77.75
Niobrara County, Wyoming,78.63
Park County, Wyoming,79.99
Platte County, Wyoming,78.67
Sheridan County, Wyoming,78.36
Sublette County, Wyoming,80.29
Sweetwater County, Wyoming,77.93
Teton County, Wyoming,82.95
Uinta County, Wyoming,77.51
Washakie County, Wyoming,78.77
Weston County, Wyoming,78.64
